doc_id,para_id,author,paragraph
2IN,2IN_107,Q1,"Yeah, exactly. [inaudible] 00:57:54. Was there any communication gap? Did you feel a lack of understanding, a lack of collaboration, a potential conflict?"
2IN,2IN_108,A,"Not in this case, but I guess there could be. I mean, that's not inconceivable, and this wasn't a listed board, it was a charity, so different dynamic again. People are there because they want to give back, so you do have a different dynamic - well, I'm not saying that listed company Directors don't want to give back either, but it is a different dy - and unpaid, so it's a different dynamic."
2IN,2IN_109,Q1,"So, you think that unpaid thing makes a difference?"
2IN,2IN_11,Q2,"So, just to let you know who he is. Over to you, Margo."
2IN,2IN_110,A,"Not to someone who takes the job seriously. It shouldn't. Responsibilities are just the same, the liabilities."
2IN,2IN_111,Q2,Yep.
2IN,2IN_112,Q1,"Do you think pay - because there is a bit in the literature about pay being relevant, and the size of the pay, do you think that's a factor at all, or no?"
2IN,2IN_113,A,"I don't actually track board salaries closely enough to have a really particularly profound understanding. I mean, anecdotally you hear that, given it is likely that, particularly for large financial services entities, Directors are going to have fewer directorships and committees are going to be working quite hard, it is highly likely that the salaries for Directors will increase, but that's just really anecdotal. That's probably something worth teasing out with the search firms."
2IN,2IN_114,Q2,Yes.
2IN,2IN_115,Q1,"Excellent [inaudible] 00:59:41. You've got some great ideas, {the participant], thank you. Cheers."
2IN,2IN_116,A,"Oh, well, they'll have a better feel for it, because they will be in the market at the moment and they'll be seeing trends, so - I don't know whether they still do it, but Korn Ferry used to do a board study. I don't know whether they still do, or Egon Zehnder. They're some of the, they do a lot of the blue-chip recruiting."
2IN,2IN_117,Q1,"Is that E-G-O-N [Zenber] 01:00:08, Z-E-N -"
2IN,2IN_118,A,"E-G-O-N, yeah, Z-E-H-N-D-E-R, and Korn Ferry."
2IN,2IN_119,Q1,"Okay, great.  I'll give them a look and get back to you. Okay, so, now we're up to -"
2IN,2IN_12,Q1,"Great. Thanks, {the participant]. So, we better start, I think. There's a lot of talk about board diversity, but we're interested to hear from you because you represent a governance institute, so your responses to questions may be from that position or a personal, if you want to make a personal comment please feel free [inaudible] 00:33:52 differentiate whether you're speaking with that hat on or your personal hat on, whichever, that's fine. So, let's start by hearing about, what does board diversity mean to you? What do you understand board diversity to mean?"
2IN,2IN_120,Q2,"I'll just step in there with the next question, because I just want to reframe it a little bit given something that you said. I think we agreed cognitive diversity is a good thing, what sort of ways could boards - what's the sort of thing they could do to try and increase cognitive diversity when identifying potential new members?"
2IN,2IN_121,A,"Well, obviously, you’ll need - you need to, it really is good governance to have a skills matrix, so you need to work within what you need according to your skills matrix, but that is possibly something you would tease out during the recruitment process."
2IN,2IN_122,Q2,"Right. So, you've talked about the skills matrix, do you - in your experience are organisations increasingly trying to adopt the same sort of thing with behaviours, so, behavioural matrices if you like?"
2IN,2IN_123,A,"Not that I'm - look, I don't know, I'm not close enough to the board - I haven't been close enough to a board recruitment process for a while, but I would imagine they are, and again, that would be something it might be worth teasing out perhaps with the AICs or with one of the search firms."
2IN,2IN_124,Q2,"Right, okay."
2IN,2IN_125,A,"Watermark is one that we use where we are, but I know that they do quite a bit of board, a reasonable amount of board search in the smaller groups, and probably in the not for profits, so they might be worth - I don't have a name there, but maybe look at whoever does their board search."
2IN,2IN_126,Q1,"Okay. In your experience, {the participant], is educational background, gender, ethnicity, social status, age - are all these kinds of diversity a good predictor of cognitive disability?"
2IN,2IN_127,Q2,Diversity.
2IN,2IN_128,Q1,"Oh, diversity - cognitive disability? I'm a researcher. Cognitive diversity."
2IN,2IN_129,A,"My personal view is probably yes. I don't know if we have an organisational view, and that would disclose my biases, I suppose, if I were to unpack my personal view. But I think people from particular schools, for example, or particular universities, will react to things in similar ways. In fact, one of my kids was being treated in emergency recently, and I could pretty much pick which private school he had gone to just by how he dealt with the situation and the questions he asked, and his approach. But that's, I guess, unpacking my personal biases."
