,doc_id,para_id,author,paragraph,emotion_profile,emotion_keywords
4224,26D,26D_51,A,I think the fact that the board has been more diverse of recent years is one of the mechanisms that we have at [Arete] into implemented to foster the growth of women in that profession.,"{'sadness': 0, 'fear': 0, 'surprise': 0, 'anger': 0.005, 'anticipation': 0.03, 'disgust': 0.036, 'joy': 0.379, 'trust': 0.591}","['profession.', 'more', 'diverse', '[Arete]', 'recent']"
4225,26D,26D_52,Q,"See that’s really good because often people talk in the pipeline as one-way process where it’s people in the field or management in the organisation, it needs to be diverse in order to feed the board.  But you’re saying you’re getting a diverse board in order to cultivate more diversity within the field.","{'sadness': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.012, 'anticipation': 0.018, 'anger': 0.024, 'joy': 0.225, 'trust': 0.761}","['that’s', 'it’s', 'one-way', 'diversity', 'See']"
4226,26D,26D_53,A,Yeah because it’s leading by example.  I’m a strong believer of that.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.012, 'anticipation': 0.017, 'joy': 0.129, 'trust': 0.8819999999999999}","['Yeah', 'strong', 'believer', 'I’m', 'it’s']"
4227,26D,26D_54,Q,"Excellent, thank you.  So how important do you think diversity is: let’s say 10’s extremely important and one is not important at all?","{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'disgust': 0, 'joy': 0.172, 'surprise': 0.236, 'trust': 0.633}","['Excellent,', 'all?', 'how', 'thank', 'important']"
4228,26D,26D_55,A,I think it’s 10.,"{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0, 'surprise': 0.002, 'trust': 0.079, 'joy': 0.242, 'anticipation': 0.719}","['it’s', '10.', 'I', 'think']"
4229,26D,26D_56,Q,And do you feel that it’s always been important?  To you has it always been important?,"{'anger': 0, 'disgust': 0.02, 'sadness': 0.038, 'fear': 0.066, 'joy': 0.184, 'trust': 0.22399999999999998, 'anticipation': 0.255, 'surprise': 0.4331}","['important?', 'important?', 'has', 'do', 'always']"
4230,26D,26D_57,A,"It’s about always been important to me.  And I think that might be because I have been part of a minority group and can see how it was – when I – for me doing what I did in insolvency was considered to be, at the time, quite ground breaking and a lot of younger insolvency practitioners, both male and female, have, at times, really said they appreciated the hard yards because it was very – it would have been so much easier for me not to keep pushing to achieve what I achieved in some respects.  But that wasn’t me so – and then I – and because I believed that and I think others then have the courage to say, “Well if she can do it I can to” and as a consequence there’s been quite a change.  Still a long way to go but quite a change.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0.016, 'anger': 0.024, 'disgust': 0.027, 'joy': 0.375, 'trust': 0.599}","['“Well', 'It’s', 'achieved', 'always', 'easier']"
4231,26D,26D_58,A,"But I just think diversity is important because you – boards need to ensure that they don’t suffer from group think.  And if you get a whole bunch of people who are all very similar and all nod around the table they never challenge one another, they never – they don’t bring different ways of thinking or different thoughts.  And I welcome the fact that I can attend – I can go about my board duties, have read all my papers, have formed a view in my own mind – not that I’m easily swayed – but I can hear what someone else has said and think to myself I hadn’t turned my mind to that and is there merit in what they’re saying.  Or I can turn around and say no that’s just garbage, I still don’t believe.  Still I think my view is the right view but if I haven’t got that – if we’re all of the same view all the time on everything – you have to have harmony on a board but – and you can’t always be challenging everything but on the important things you have to be able to have critical thinking and if you – diversity encourages that.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'anticipation': 0.043, 'joy': 0.083, 'trust': 0.9079999999999999}","['always', 'same', 'able', 'that’s', 'that.']"
4232,26D,26D_59,Q,"Look I’m really – there’s two points I really want to pick up there: one is that conflict, how to manage that, how’s that managed so that it’s productive; and the other is how recruiting tensions possibly between that culture of the board so as it can be productive and group think.  So you recruit for diversity but there’s a risk of creating too much conflict in the board, so there’s sort of – connect with each other.  Could you -?","{'sadness': 0, 'anger': 0, 'fear': 0.019, 'disgust': 0.022, 'joy': 0.064, 'surprise': 0.165, 'anticipation': 0.381, 'trust': 0.39}","['Could', 'how’s', 'want', 'can', 'how']"
4233,26D,26D_6,Q,"So you mentioned that you’re on two boards, they’re both in the financial area.  Are they listed?","{'anger': 0, 'sadness': 0.006, 'fear': 0.089, 'disgust': 0.112, 'surprise': 0.113, 'trust': 0.156, 'joy': 0.273, 'anticipation': 0.29100000000000004}","['listed?', 'Are', 'So', 'they’re', 'area.']"
4234,26D,26D_60,A,"I think it’s looking at characters, people’s characters.  There are people who have extreme views and are quite polarising and become antagonistic, and that’s not healthy for a board and not healthy for the organisation which the board serves.  But if you have people who bring an enquiring mind to the role, understand their responsibilities and can have the maturity and the respect around the table to be able to discuss an issue and not be offended that somebody’s view is different then that’s a really well functioning board.","{'sadness': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.019, 'anger': 0.034, 'joy': 0.16399999999999998, 'trust': 0.8240000000000001}","['that’s', 'that’s', 'different', 'understand', 'somebody’s']"
4235,26D,26D_61,A,"And in some respects the chair can play a big role in that because if the chair shuts down anytime someone says, “Could I please ask this question” and the chair says, “No, we’ve dealt with it move on” time and time and time again it takes a very strong character to say, “No, actually I want to discuss this”.  So the chair is really pivotal in ensuring that there is a board that can explore and discuss, unpack important issues.  And invariably in my experience I’ve found as a consequence of doing that we do get a consensus and in most of the time it is unanimous but it’s not without having gone through that process.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0, 'anticipation': 0.043, 'joy': 0.21500000000000002, 'trust': 0.782}","['I’ve', 'it’s', '“Could', 'we’ve', 'says,']"
4236,26D,26D_62,Q,Right.  Have you ever struck a lack of respect on the board where you’ve felt a different view was -?,"{'anticipation': 0.038, 'sadness': 0.047, 'fear': 0.051, 'joy': 0.057, 'anger': 0.069, 'disgust': 0.187, 'trust': 0.20700000000000002, 'surprise': 0.385}","['-?', 'where', 'was', 'different', 'you’ve']"
4237,26D,26D_63,A,"No, not on the – not of recent times.  And when I first jointed the [Arete] board it was – it was a bit autocratic in as much as the chair was very strong and their view was their view and no-one else is really entitled to a view.  But that didn’t last about that long now with us so I think that was just a hang up of what how it used to be and they probably didn’t even realise that they were like that.  But then the more confidence you get the more you – if you – I think each director has a responsibility to ensure that that does not happen.","{'anger': 0, 'sadness': 0.006, 'fear': 0.038, 'surprise': 0.038, 'anticipation': 0.161, 'disgust': 0.173, 'joy': 0.207, 'trust': 0.419}","['that.', 'just', 'realise', 'But', 'But']"
4238,26D,26D_64,Q,"Right.  So the culture – it’s the same chair, so the chair learnt because the board changed as more people came on from different perspectives?","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.015, 'disgust': 0.037, 'anticipation': 0.1, 'joy': 0.21600000000000003, 'trust': 0.674}","['so', 'So', 'changed', 'different', 'perspectives?']"
4239,26D,26D_65,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
4240,26D,26D_66,Q,"It’s a bit like kids educating the parents about respect for difference, whatever.  Okay so the culture was transferred.  That’s good because some people just refer to the chair and I’m thinking well this is a one-way street again but clearly you’re showing how a diverse board will cultivate the chair.  And if the chair doesn’t respond have you heard of, experienced the chair being removed?","{'sadness': 0, 'fear': 0, 'surprise': 0, 'anticipation': 0.007, 'disgust': 0.009, 'anger': 0.019, 'joy': 0.203, 'trust': 0.803}","['That’s', 'well', 'Okay', 'clearly', 'It’s']"
4241,26D,26D_67,A,"I have not, no.  But I think – I think a properly functioning board does reviews the board and reviews peer reviews, so you review not only your performance but others review your performance and the chair is one of those people that the board will review.  So it will become pretty clear that they’re not – they don’t have the support of the rest of the board and I think they either will understand that they need to change or that a change will need to occur.","{'sadness': 0, 'anger': 0, 'surprise': 0, 'fear': 0.025, 'disgust': 0.103, 'anticipation': 0.153, 'joy': 0.189, 'trust': 0.8542}","['not', 'not', 'but', 'But', 'does']"
4242,26D,26D_68,Q,"I’m intrigued how – let’s say the chair is obstinate and is blocking that reform, that process, how – there’s no-one above the chair is there who can -?","{'sadness': 0.002, 'anger': 0.002, 'joy': 0.07, 'trust': 0.098, 'fear': 0.105, 'disgust': 0.126, 'anticipation': 0.183, 'surprise': 0.455}","['how', 'how', 'who', '-?', 'is']"
4243,26D,26D_69,A,No.,"{'trust': 0.011, 'anticipation': 0.016, 'anger': 0.025, 'surprise': 0.033, 'fear': 0.038, 'joy': 0.133, 'sadness': 0.158, 'disgust': 0.627}",['No.']
4244,26D,26D_7,A,No.,"{'trust': 0.011, 'anticipation': 0.016, 'anger': 0.025, 'surprise': 0.033, 'fear': 0.038, 'joy': 0.133, 'sadness': 0.158, 'disgust': 0.627}",['No.']
4245,26D,26D_70,Q,The chair can do it to the CEO but -?,"{'anger': 0, 'disgust': 0, 'sadness': 0.001, 'surprise': 0.018, 'fear': 0.031, 'joy': 0.26, 'trust': 0.343, 'anticipation': 0.387}","['can', '-?', 'but', 'do', 'to']"
4246,26D,26D_71,A,I think it’s – but then the board will just say that they don’t support the chair.  So it would be the board again not revolting against the chair but it would be the board joining together to say it’s not appropriate.,"{'anger': 0, 'fear': 0.033, 'surprise': 0.037, 'anticipation': 0.078, 'joy': 0.112, 'sadness': 0.122, 'trust': 0.196, 'disgust': 0.46299999999999997}","['not', 'not', 'but', 'but', 'against']"
4247,26D,26D_72,Q,So a democratic process?,"{'sadness': 0, 'anger': 0, 'disgust': 0.016, 'fear': 0.056, 'trust': 0.10400000000000001, 'joy': 0.112, 'surprise': 0.28800000000000003, 'anticipation': 0.7874000000000001}","['process?', 'So', 'a', 'democratic']"
4248,26D,26D_73,A,Yes.,"{'sadness': 0, 'anger': 0, 'anticipation': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.007, 'joy': 0.098, 'trust': 0.935}",['Yes.']
4249,26D,26D_74,Q,"Okay.  Good.  And the other thing was the tension, when bringing on new people, new members to the board the potential tension between on the one hand avoiding group think but on the other avoiding people who might disrupt the processes of the board.","{'sadness': 0, 'anger': 0.029, 'fear': 0.035, 'anticipation': 0.049, 'surprise': 0.059, 'disgust': 0.06, 'joy': 0.148, 'trust': 0.661}","['tension,', 'Okay.', 'tension', 'avoiding', 'avoiding']"
4250,26D,26D_75,A,Can you give me an example?  What do you mean by that?,"{'sadness': 0, 'anger': 0, 'disgust': 0.026000000000000002, 'fear': 0.045, 'joy': 0.072, 'trust': 0.14700000000000002, 'anticipation': 0.348, 'surprise': 0.403}","['that?', 'example?', 'What', 'Can', 'mean']"
4251,26D,26D_76,Q,"So this is not from experience, this is from literature: there can be conflict, so there’s a concern: one concern is that diverse boards there can be more conflict.  So this is to this point about antagonism, passive resistance to different points of view creating resentment, disrespect, that sort of thing.  So if you’ve got someone perceived to be too different, their point of view too different it can create tension.  So you want to avoid group think, you want different ways of thinking but you also want to have a productive board.  So this is a recruitment challenge.","{'anticipation': 0, 'anger': 0.018, 'fear': 0.07, 'sadness': 0.1, 'joy': 0.118, 'surprise': 0.128, 'trust': 0.267, 'disgust': 0.33799999999999997}","['avoid', 'different,', 'conflict.', 'conflict,', 'different']"
4252,26D,26D_77,A,"It is, definitely.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.023, 'anticipation': 0.052000000000000005, 'joy': 0.10400000000000001, 'trust': 0.862}","['definitely.', 'It', 'is,']"
4253,26D,26D_78,Q,I’m just wondering how that’s managed?,"{'sadness': 0, 'anger': 0, 'disgust': 0, 'trust': 0, 'joy': 0.009, 'anticipation': 0.011, 'fear': 0.029, 'surprise': 0.9910000000000001}","['wondering', 'how', 'managed?', 'that’s', 'just']"
4254,26D,26D_79,A,"I think in the first instance it’s really important to get the skills matrix right so that you can be clear the skills that you are seeking and those skills and attributes can’t be oh well we need someone with a legal background full stop.  It has to be broader than that, hence the term “matrix”.  So you identify what you’re looking for and then part of the process also needs, as I said, to look at the personal attributes of the individual as to how they will fit in with the board, and whether they are someone who is strong enough character wise to be able to hold their position on important issues but not be belligerent.  Because belligerent – someone that’s belligerent isn’t acting in the interest of the organisation.  They – a director has a fiduciary duty to organisations to act in its best interests.  Always being belligerent, the one that never agrees with anything no matter how much sense it makes they’re not acting in the interest of the organisation.  One would have to say they’re perhaps acting in self-interest and that’s not what a director should do.","{'sadness': 0, 'anger': 0, 'fear': 0, 'surprise': 0, 'disgust': 0.011, 'anticipation': 0.036, 'joy': 0.139, 'trust': 0.855}","['fit', 'right', 'needs,', 'able', 'strong']"
4255,26D,26D_8,Q,They’re non-listed companies?,"{'sadness': 0, 'anger': 0, 'trust': 0.08800000000000001, 'fear': 0.1, 'joy': 0.126, 'disgust': 0.14, 'anticipation': 0.276, 'surprise': 0.311}","['companies?', 'They’re', 'non-listed']"
4256,26D,26D_80,Q,"Good.  So how do you assess that, that person’s -?","{'sadness': 0, 'fear': 0, 'anger': 0.007, 'disgust': 0.007, 'anticipation': 0.011, 'joy': 0.223, 'surprise': 0.249, 'trust': 0.544}","['Good.', 'how', '-?', 'you', 'So']"
4257,26D,26D_81,A,"It’s through the interview process, the screening I suppose, looking at – the applicants all probably look fabulous on paper but it’s getting behind the documentation, checking their references and the interview.  The interview is critical.  And then the panel who interviews is also critical as to whether again if you have – you’ve got to make sure that you don’t have a panel that’s made up, that is really just looking for people like us.  So you’ve got to have diversity on your panel as well because – and that – I know of some organisations where they will have quite – they will have people from within the organisation on the panel but they’ll also have external people on the panel that have psychology skills, HR skills, those sorts of things that look at things from quite a different perspective from someone who just needs to know whether you’re technically proficient.","{'sadness': 0, 'anger': 0, 'fear': 0, 'disgust': 0.003, 'surprise': 0.008, 'joy': 0.27899999999999997, 'anticipation': 0.295, 'trust': 0.45499999999999996}","['that’s', 'well', 'it’s', 'It’s', 'looking']"
